,address,end_time,forestry,municipality,start_time,area
121,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΣΑΛΜΩΝΗΣ,2018-11-12 14:46:00,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,Δ. ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,2018-11-12 14:05:00,3.0
122,ΠΕΠΛΟΣ,2018-11-12 22:00:00,ΔΑΣΑΡΧΕΙΟ ΣΟΥΦΛΙΟΥ,Δ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,2018-11-12 20:30:00,0.1
123,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΑΝΑΔΑ,2018-11-12 16:35:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2018-11-12 15:55:00,0.5
124,ΑΓΡΟΤ. ΠΡΙΟΧΗ ΛΑΒΑΡΩΝ,2018-11-12 16:52:00,ΔΙΔΥΜΟΤΕΙΧΟΥ,Δ. ΣΟΥΦΛΙΟΥ,2018-11-12 14:59:00,0.5
125,ΛΑΓΚΑΔΙ,,ΝΙΓΡΙΤΑΣ,Δ. ΒΙΣΑΛΤΙΑΣ,2018-11-12 21:55:00,0.25
126,ΑΓΡ. ΠΕΡ. ΜΙΚΡΟΚΑΜΠΟΥ,2018-11-12 21:33:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-11-12 19:50:00,28.0
127,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ Ν. ΜΥΛΟΤΟΠΟΥ,2018-11-12 17:20:00,ΕΔΕΣΣΑΣ,Δ. ΠΕΛΛΑΣ,2018-11-12 16:50:00,0.1
128,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΡΧΟΝΤΙΚΟΥ,2018-11-12 18:18:00,ΕΔΕΣΣΑΣ,Δ. ΠΕΛΛΑΣ,2018-11-12 17:35:00,1.5
129,1ο ΧΙΛ. ΓΙΑΝΝΙΤΣΩΝ-ΑΛΕΞΑΝΔΡΕΙΑΣ,2018-11-12 17:57:00,ΕΔΕΣΣΑΣ,Δ. ΠΕΛΛΑΣ,2018-11-12 17:35:00,0.1
130,ΘΕΣΗ ''ΜΗΛΟΣ'' Τ.Κ. ΑΡΧΑΓΓΕΛΟΥ,2018-11-12 21:56:00,ΝΑΟΥΣΑΣ,Δ. ΝΑΟΥΣΑΣ,2018-11-12 18:40:00,0.3
131,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΛΕΞΑΝΔΡΕΙΑΣ,2018-11-13 00:25:00,ΒΕΡΟΙΑΣ,Δ. ΑΛΕΞΑΝΔΡΕΙΑΣ,2018-11-12 19:39:00,2.0
132,Τ.Κ.ΛΕΒΑΙΑΣ,2018-11-12 14:48:00,ΦΛΩΡΙΝΑΣ,Δ. ΕΟΡΔΑΙΑΣ,2018-11-12 14:15:00,0.2
133,Τ.Κ ΜΑΡΙΝΑΣ,2018-11-12 16:35:00,ΔΝΣΗ ΔΑΣΩΝ ΦΛΩΡΙΝΑΣ,Δ. ΦΛΩΡΙΝΑΣ,2018-11-12 15:55:00,0.5
134,Τ.Κ ΛΕΠΤΟΚΑΡΥΑΣ,2018-11-12 20:15:00,ΔΝΣΗ ΔΑΣΩΝ ΦΛΩΡΙΝΑΣ,Δ. ΦΛΩΡΙΝΑΣ,2018-11-12 16:30:00,73.0
135,ΑΜΜΟΥΔΑ,2018-11-12 18:18:00,ΔΝΣΗ ΔΑΣΩΝ ΚΑΣΤΟΡΙΑΣ,Δ. ΝΕΣΤΟΡΙΟΥ,2018-11-12 14:50:00,1.0
136,Τ.Κ ΧΡΥΣΟΒΙΤΣΑΣ,2018-11-12 15:00:00,,Δ. ΜΕΤΣΟΒΟΥ,2018-11-12 10:30:00,2.0
137,ΡΑΧΗ,,ΑΡΤΑΣ,Δ. ΑΡΤΑΙΩΝ,2018-11-12 14:00:00,0.5
138,Τ.Κ. ΠΥΘΙΟΥ,2018-11-12 13:44:00,ΕΛΑΣΣΟΝΑΣ,Δ. ΕΛΑΣΣΟΝΑΣ,2018-11-12 12:38:00,2.5
139,ΤΚ ΑΓ. ΔΗΜΗΤΡΙΟΥ,2018-11-12 20:19:00,ΚΑΛΑΜΠΑΚΑΣ,Δ. ΜΕΤΕΩΡΩΝ,2018-11-12 18:10:00,1.5
140,ΚΥΠΑΡΙΣΣΙ,2018-11-13 14:00:00,ΠΑΤΡΩΝ,Δ. ΕΡΥΜΑΝΘΟΥ,2018-11-12 12:00:00,3.0
141,ΑΡΑΞΟΣ,2018-11-12 14:37:00,ΠΑΤΡΩΝ,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,2018-11-12 13:38:00,1.0
142,ΑΡΑΞΟΣ,2018-11-12 16:30:00,ΠΑΤΡΩΝ,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,2018-11-12 14:38:00,40.0
143,ΚΡΑΘΙΟ ΑΚΡΑΤΑΣ,2018-11-12 16:35:00,ΑΙΓΙΟΥ,Δ. ΑΙΓΙΑΛΕΙΑΣ,2018-11-12 15:20:00,0.1
144,ΤΚ ΓΑΛΑΤΑΣ,2018-11-12 18:45:00,ΝΑΥΠΑΚΤΙΑΣ,Δ. ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,2018-11-12 18:00:00,6.0
145,"Δ. ΔΩΡΙΔΑΣ, Τ.Κ. ΚΛΗΜΑ",,ΛΙΔΩΡΙΚΙΟΥ,,2018-11-12 10:33:00,4.0
146,"Δ. ΔΩΡΙΔΑΣ, Τ.Κ. ΓΡΗΓΟΡΙΤΙΚΑ",,ΛΙΔΩΡΙΚΙΟΥ,,2018-11-12 13:12:00,1.0
147,ΑΓΙΟ ΗΛΙΑ,,ΠΥΡΓΟΥ,Δ. ΠΥΡΓΟΥ,2018-11-12 13:29:00,1.5
148,ΑΝΕΜΟΧΩΡΙ,,ΟΛΥΜΠΙΑΣ,Δ. ΠΥΡΓΟΥ,2018-11-12 13:59:00,3.0
149,ΛΕΧΑΙΝΑ,2018-11-12 14:10:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,2018-11-12 13:35:00,1.0
150,ΔΙΑΣΠΟΡΑ,2018-11-12 17:35:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,2018-11-12 15:20:00,1.0
151,ΒΙΟΛΟΓΙΚΟΣ,2018-11-12 16:10:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2018-11-12 13:50:00,0.2
152,ΚΑΡΥΩΤΙΚΑ,2018-11-12 13:00:00,ΞΥΛΟΚΑΣΤΡΟΥ,Δ. ΞΥΛΟΚΑΣΤΡΟΥ-ΕΥΡΩΣΤΙΝΗΣ,2018-11-12 11:15:00,0.01
153,ΓΩΝΙΕΣ ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ ΣΕΙΦΟΥ,2018-11-13 18:00:00,ΜΗΛΟΥ,Δ. ΣΕΡΙΦΟΥ,2018-11-12 19:50:00,40.0
154,ΑΡΧΑΓΓΕΛΟΣ ΡΟΔΟΥ,2018-11-12 04:55:00,,Δ. ΡΟΔΟΥ,2018-11-12 02:45:00,0.3
155,ΝΤΙΠΙ ΜΥΤΙΛΗΝΗΣ,2018-11-12 18:06:00,Δ/ΝΣΗ ΔΑΣΩΝ ΛΕΣΒΟΥ,Δ. ΛΕΣΒΟΥ,2018-11-12 12:10:00,0.3
156,Τ.Δ. ΕΞΑΝΤΗΣ,2018-11-12 23:10:00,ΡΕΘΥΜΝΟΥ,Δ. ΜΥΛΟΠΟΤΑΜΟΥ,2018-11-12 21:05:00,0.4
157,ΠΑΛΑΙΟΠΑΝΑΓΙΑΣ,2018-11-13 13:50:00,ΠΕΝΤΕΛΗΣ,Δ. ΣΠΑΤΩΝ - ΑΡΤΕΜΙΔΟΣ,2018-11-13 13:00:00,1.0
158,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΡΣΑΚΕΙΟΥ,2018-11-13 17:50:00,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,Δ. ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,2018-11-13 17:20:00,5.0
159,Δ.Δ. ΑΜΥΓΔΑΛΕΩΝΑ ΚΑΒΑΛΑΣ,2018-11-13 16:30:00,ΚΑΒΑΛΑΣ,Δ. ΚΑΒΑΛΑΣ,2018-11-13 15:32:00,25.0
160,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΒΔΗΡΩΝ,,ΞΑΝΘΗΣ,Δ. ΑΒΔΗΡΩΝ,2018-11-13 17:37:00,0.3
161,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΕΡΑΣΜΙΟΥ,2018-11-13 18:40:00,ΞΑΝΘΗΣ,Δ. ΤΟΠΕΙΡΟΥ,2018-11-13 18:00:00,0.05
162,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΘΟΥΡΙΟΥ,2018-11-13 16:05:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2018-11-13 14:45:00,50.0
163,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΝΕΟΧΩΡΙΟΥ,2018-11-13 16:03:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2018-11-13 15:05:00,1.0
164,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΑΝΑΔΑ,2018-11-13 14:40:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2018-11-13 13:35:00,0.3
165,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΜΑΡΑΣΙΩΝ-ΚΑΝΑΔΑ,2018-11-13 18:40:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2018-11-13 17:53:00,0.1
166,ΔΑΣΙΚΗ ΠΕΡΙΟΧΗ ΜΑΥΡΟΥΔΑΣ,2018-11-13 16:22:00,ΣΤΑΥΡΟΥ,Δ. ΒΟΛΒΗΣ,2018-11-13 10:45:00,5.0
167,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΣΤΙΒΟΥΣ,2018-11-13 18:30:00,ΣΤΑΥΡΟΥ,Δ. ΒΟΛΒΗΣ,2018-11-13 14:15:00,40.0
168,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ Ν.ΜΕΣΗΜΒΡΙΑΣ,2018-11-13 18:43:00,ΘΕΣΣΑΛΟΝΙΚΗΣ,Δ. ΧΑΛΚΗΔΟΝΟΣ,2018-11-13 18:02:00,0.1
169,ΑΓΡ. ΠΕΡ. ΑΝΩ ΑΠΟΣΤΟΛΟΙ,2018-11-13 14:50:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-11-13 13:55:00,2.0
170,ΑΓΡ. ΠΕΡ.ΜΙΚΡΟΚΑΜΠΟΣ,2018-11-13 18:15:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-11-13 16:35:00,4.0
171,ΑΓΡ. ΠΕΡ. ΤΕΡΠΥΛΛΟΥ,2018-11-13 18:15:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-11-13 17:35:00,5.0
172,ΑΓΡ. ΠΕΡ. ΖΑΧΑΡΑΤΟ,2018-11-13 20:00:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-11-13 18:45:00,35.0
173,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΝΕΑΣ ΚΑΒΑΛΑΣ,2018-11-13 15:20:00,ΚΙΛΚΙΣ,Δ. ΠΑΙΟΝΙΑΣ,2018-11-13 13:27:00,2.0
174,ΑΓΡ. ΠΕΡ. ΑΞΙΟΥΠΟΛΗΣ,2018-11-13 10:45:00,ΓΟΥΜΕΝΙΣΣΑΣ,Δ. ΠΑΙΟΝΙΑΣ,2018-11-13 09:31:00,0.3
175,ΑΓΡ. ΠΕΡ. ΡΥΖΙΩΝ,2018-11-13 15:00:00,ΓΟΥΜΕΝΙΣΣΑΣ,Δ. ΠΑΙΟΝΙΑΣ,2018-11-13 13:40:00,3.0
176,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΓΑΛΑΤΑΔΩΝ,2018-11-13 14:30:00,ΕΔΕΣΣΑΣ,Δ. ΠΕΛΛΑΣ,2018-11-13 13:20:00,0.2
177,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΑΡΘΕΝΙΟΥ,2018-11-13 15:45:00,ΘΕΣΣΑΛΟΝΙΚΗΣ,Δ. ΧΑΛΚΗΔΟΝΟΣ,2018-11-13 15:10:00,0.1
178,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΛΑΤΕΟΣ,2018-11-13 18:20:00,ΒΕΡΟΙΑΣ,Δ. ΑΛΕΞΑΝΔΡΕΙΑΣ,2018-11-13 17:54:00,2.0
179,Αλμυρες αλυκων,2018-11-13 19:05:00,Δασαρχειο Πιεριας,Δ. ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,2018-11-13 18:07:00,2.0
180,ΑΝΘΟΧΩΡΙ,2018-11-13 17:25:00,ΤΣΟΤΥΛΙΟΥ,Δ. ΒΟΪΟΥ,2018-11-13 16:25:00,1.0
181,ΜΕΣΙΑΝΝΗ,2018-11-13 16:00:00,ΚΟΖΑΝΗΣ,Δ. ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,2018-11-13 14:14:00,0.2
182,Τ.Κ ΑΝΩ ΥΔΡΟΥΣΑΣ,2018-11-13 20:45:00,ΔΝΣΗ ΔΑΣΩΝ ΦΛΩΡΙΝΑΣ,Δ. ΦΛΩΡΙΝΑΣ,2018-11-13 17:30:00,23.5
183,Τ.Κ. ΑΓΙΟΥ ΒΛΑΣΙΟΥ,2018-11-13 13:15:00,ΘΕΣΠΡΩΤΙΑΣ,Δ. ΗΓΟΥΜΕΝΙΤΣΑΣ,2018-11-13 12:09:00,0.1
184,ΣΤΑΥΡΟΣ,,ΛΑΡΙΣΑΣ,Δ. ΦΑΡΣΑΛΩΝ,2018-11-13 15:55:00,0.1
185,Τ.Κ ΑΓ.ΓΕΩΡΓΙΟΥ,,ΛΑΡΙΣΑΣ,Δ. ΦΑΡΣΑΛΩΝ,2018-11-13 16:45:00,0.01
186,ΦΑΡΣΑΛΑ-ΦΑΣΟΥΛΕΙΚΑ,,ΛΑΡΙΣΑΣ,Δ. ΦΑΡΣΑΛΩΝ,2018-11-13 19:30:00,0.5
187,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,2018-11-13 14:45:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2018-11-13 13:55:00,2.0
188,ΡΟΔΙΑ,2018-11-13 19:30:00,ΛΑΡΙΣΑΣ,Δ. ΤΥΡΝΑΒΟΥ,2018-11-13 18:05:00,2.5
189,13 ΧΛΜ ΛΑΡΙΣΑΣ-ΘΕΣ/ΚΗΣ(ΓΥΡΤΩΝΗ),2018-11-13 16:50:00,ΛΑΡΙΣΑΣ,Δ. ΤΕΜΠΩΝ,2018-11-13 15:30:00,2.1
190,Τ.Κ. ΜΙΚΡΟΥ ΕΛΕΥΘΕΡΟΧΩΡΙΟΥ,2018-11-13 14:10:00,ΕΛΑΣΣΟΝΑΣ,Δ. ΕΛΑΣΣΟΝΑΣ,2018-11-13 13:30:00,2.0
191,ΠΡΟΑΣΤΕΙΟ,2018-11-13 15:00:00,ΠΑΤΡΩΝ,Δ. ΠΑΤΡΕΩΝ,2018-11-13 10:58:00,2.0
192,ΙΠΠΟΚΑΜΗΛΟΣ,2018-11-13 15:08:00,ΠΑΤΡΩΝ,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,2018-11-13 12:47:00,5.0
193,ΛΙΜΝΟΧΩΡΙ,2018-11-13 23:39:00,ΠΑΤΡΩΝ,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,2018-11-13 22:27:00,2.0
194,ΠΟΤΑΜΟΣ ΚΡΑΘΗΣ,2018-11-13 13:00:00,ΑΙΓΙΟΥ,Δ. ΑΙΓΙΑΛΕΙΑΣ,2018-11-13 11:30:00,0.2
195,ΟΧΘΙΑ,2018-11-13 17:40:00,ΑΓΡΙΝΙΟΥ,Δ. ΑΓΡΙΝΙΟΥ,2018-11-13 16:10:00,1.0
196,ΝΕΡΟΜΑΝΑ-ΘΕΣΗ ΚΑΤΣΑΜΠΟ,2018-11-13 11:50:00,ΑΓΡΙΝΙΟΥ,Δ. ΑΓΡΙΝΙΟΥ,2018-11-13 10:40:00,0.5
197,ΑΝΤΡΩΝΙ,2018-11-13 23:05:00,ΠΥΡΓΟΥ,Δ. ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,2018-11-13 19:03:00,3.0
198,ΜΑΚΡΙΣΙΑ,,ΟΛΥΜΠΙΑΣ,Δ. ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕΝΩΝ,2018-11-13 18:25:00,0.1
199,ΚΑΡΔΑΜΑΣ,2018-11-13 16:35:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΗΛΙΔΑΣ,2018-11-13 15:25:00,3.0
200,ΜΥΡΣΙΝΗ,2018-11-13 16:45:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,2018-11-13 14:55:00,3.0
201,ΒΙΠΕ,2018-11-13 10:50:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2018-11-13 10:30:00,0.05
202,ΤΚ.ΔΩΡΙΟΥ,2018-11-13 10:50:00,ΚΥΠΑΡΙΣΣΙΑΣ,Δ. ΟΙΧΑΛΙΑΣ,2018-11-13 10:05:00,0.1
203,ΝΕΑΡΑΤΖΙΩΝΑΣ Τ.Κ. ΚΑΜΠΟΥ,2018-11-13 20:15:00,ΜΟΛΑΩΝ,Δ. ΜΟΝΕΜΒΑΣΙΑΣ,2018-11-13 16:50:00,1.0
204,ΑΔΙΑΚΟΠΟΣ Τ.Κ. ΚΑΜΠΟΥ,2018-11-13 20:15:00,ΜΟΛΑΩΝ,Δ. ΜΟΝΕΜΒΑΣΙΑΣ,2018-11-13 19:15:00,0.1
205,ΤΡΙΠΟΤΑΜΟ,2018-11-13 22:05:00,,Δ. ΚΑΡΠΕΝΗΣΙΟΥ,2018-11-13 16:10:00,0.1
206,Τ.Κ.ΤΡΙΠΟΤΑΜΟΥ,2018-11-13 22:05:00,ΚΑΡΠΕΝΗΣΙΟΥ,Δ. ΑΓΡΑΦΩΝ,2018-11-13 16:10:00,0.2
207,ΜΟΝΟΔΡΙ,2018-11-13 14:50:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,2018-11-13 12:20:00,0.3
208,"""""""ΛΑΤΟΜΕΙΟ"""", ΤΡΑΧΥ ΣΚΥΡΟΥ""",2018-11-13 10:15:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΣΚΥΡΟΥ,2018-11-13 09:01:00,0.5
209,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΤΑΒΙΑΣ,2018-11-13 20:52:00,,Δ. ΡΟΔΟΥ,2018-11-13 14:30:00,8.0
210,ΚΑΜΜΕΝΟ ΔΑΣΟΣ ΚΑΛΛΟΝΗΣ,2018-11-15 11:00:00,Δ/ΝΣΗ ΔΑΣΩΝ ΛΕΣΒΟΥ,Δ. ΛΕΣΒΟΥ,2018-11-13 13:20:00,14.0
211,ΞΥΛΑΚΙ ΚΑΣΤΑΝΙΑΣ ΣΑΜΟΥ,2018-11-14 02:06:00,ΣΑΜΟΥ,Δ. ΣΑΜΟΥ,2018-11-13 21:36:00,0.1
212,ΡΟΔΙΑ Δ.ΜΑΛΕΒΙΖΙΟΥ,2018-11-14 00:30:00,,Δ. ΜΑΛΕΒΙΖΙΟΥ,2018-11-13 15:40:00,10.0
213,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΙΓΕΙΡΟΥ,2018-11-14 16:05:00,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,Δ. ΚΟΜΟΤΗΝΗΣ,2018-11-14 15:10:00,6.0
214,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΡΟΔΙΤΗ,2018-11-14 17:30:00,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,Δ. ΚΟΜΟΤΗΝΗΣ,2018-11-14 17:28:00,4.0
215,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΘΡΥΛΟΡΙΟΥ,2018-11-14 21:10:00,,Δ. ΚΟΜΟΤΗΝΗΣ,2018-11-14 20:00:00,10.0
216,ΜΥΡΤΟΦΥΤΟ,2018-11-14 16:12:00,ΚΑΒΑΛΑΣ,Δ. ΠΑΓΓΑΙΟΥ,2018-11-14 15:03:00,1.0
217,ΧΟΡΤΟΚΟΠΙ,2018-11-14 23:53:00,ΚΑΒΑΛΑΣ,Δ. ΠΑΓΓΑΙΟΥ,2018-11-14 23:23:00,0.03
218,ΑΓΡ.ΠΕΡ. ΔΕΚΑΡΧΟΥ,2018-11-14 13:50:00,,Δ. ΤΟΠΕΙΡΟΥ,2018-11-14 13:15:00,0.02
219,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΣΟΥΦΛΙΟΥ,2018-11-14 16:45:00,ΣΟΥΦΛΙΟΥ,Δ. ΣΟΥΦΛΙΟΥ,2018-11-14 15:00:00,1.0
220,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΟΡΕΣΤΙΑΔΑΣ,2018-11-14 19:20:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2018-11-14 13:15:00,2.0
221,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΑΤΑΓΗΣ,2018-11-14 17:40:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2018-11-14 15:09:00,1.0
222,ΑΓΡΟΤ. ΠΕΡΙΟΧΗ ΚΥΑΝΗ,2018-11-14 16:00:00,ΔΙΔΥΜΟΤΕΙΧΟΥ,Δ. ΔΙΔΥΜΟΤΕΙΧΟΥ,2018-11-14 15:10:00,2.0
223,ΑΓΡΟΤ. ΠΡΙΟΧΗ ΙΣΑΑΚΙΟΥ,2018-11-14 17:35:00,ΔΙΔΥΜΟΤΕΙΧΟΥ,Δ. ΔΙΔΥΜΟΤΕΙΧΟΥ,2018-11-14 16:45:00,5.0
224,ΑΓΡ. ΠΕΡ. ΜΑΥΡΟΛΟΦΟΥ,,ΣΕΡΡΩΝ,Δ. ΝΕΑΣ ΖΙΧΝΗΣ,2018-11-14 12:36:00,8.0
225,ΑΓΡ. ΠΕΡ. ΜΕΤΑΞΟΧΩΡΙ,2018-11-14 11:04:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-11-14 10:08:00,3.0
226,ΑΓΡ. ΠΕΡ. ΜΙΚΡΟΚΑΜΠΟΣ,2018-11-14 20:29:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-11-14 14:50:00,8.0
227,ΑΓΡ. ΠΕΡ. ΔΙΒΟΥΝΟ,2018-11-14 16:35:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-11-14 15:15:00,6.0
228,ΑΓΡ. ΠΕΡ. ΜΕΤΑΞΟΧΩΡΙ,2018-11-14 18:01:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-11-14 16:40:00,3.0
229,ΧΡΥΣΟΠΕΤΡΑ - ΚΙΛΚΙΣ,2018-11-14 20:30:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-11-14 17:20:00,7.0
230,ΞΥΛΟΚΕΡΑΤΙΑ ΚΙΛΚΙΣ,2018-11-14 21:35:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-11-14 20:30:00,80.0
231,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΧΩΡΥΓΙΟΥ,2018-11-14 23:55:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-11-14 13:27:00,853.0
232,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΗΛΙΟΥΛΟΥΣΤΟΥ,2018-11-14 18:13:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-11-14 15:32:00,5.0
233,ΑΓΡ. ΠΕΡ. ΕΙΔΟΜΕΝΗΣ,2018-11-15 03:20:00,ΓΟΥΜΕΝΙΣΣΑΣ,Δ. ΠΑΙΟΝΙΑΣ,2018-11-14 23:59:00,10.0
234,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΧΑΛΚΗΔΟΝΑΣ,2018-11-14 19:00:00,ΘΕΣΣΑΛΟΝΙΚΗ,Δ. ΧΑΛΚΗΔΟΝΟΣ,2018-11-14 17:39:00,0.1
235,Τουμπα-Πυδνας,2018-11-14 13:49:00,Διυθυνση Δασων Κατερινης,Δ. ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,2018-11-14 11:41:00,15.0
236,Κυδωνιες Αλωνια,2018-11-14 13:10:00,Πιεριας,Δ. ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,2018-11-14 12:29:00,7.0
237,Καστανια ρυακια,2018-11-14 12:30:00,Κατερινης,Δ. ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,2018-11-14 11:50:00,1.0
238,ΠΛΑΤΑΝΟΡΕΥΜΑ,2018-11-15 00:40:00,ΚΟΖΑΝΗΣ,Δ. ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,2018-11-14 16:59:00,10.0
239,Δ.Κ ΕΚΚΛΗΣΙΕΣ,2018-11-14 20:40:00,ΓΡΕΒΕΝΩΝ,Δ. ΓΡΕΒΕΝΩΝ,2018-11-14 19:00:00,5.0
240,Τ.Κ ΣΙΤΣΑΙΝΑ,2018-11-15 12:15:00,ΜΕΤΣΟΒΟΥ,Δ. ΜΕΤΣΟΒΟΥ,2018-11-14 16:33:00,3.0
241,ΓΑΒΡΙΑ,,ΑΡΤΑΣ,Δ. ΑΡΤΑΙΩΝ,2018-11-14 14:29:00,0.1
242,Τ.Κ ΓΥΜΝΟΤΟΠΟΣ,,,Δ. ΖΗΡΟΥ,2018-11-14 12:25:00,15.0
243,ΜΟΔΕΣΤΟΣ,2018-11-14 14:25:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2018-11-14 12:35:00,1.0
244,ΦΑΛΑΝΗ,2018-11-14 17:00:00,ΛΑΡΙΣΑΣ,Δ. ΛΑΡΙΣΑΙΩΝ,2018-11-14 16:05:00,15.0
