address,agricultural_area_burned,airplanes_cl215,airplanes_cl415,airplanes_gru,airplanes_pzl,army,crop_residue_area_burned,dumping_ground_area_burned,end_time,firefighters,fire_station,fire_trucks,forest_area_burned,forestry,grove_area_burned,helicopters,local_authorities_vehicles,location,low_vegetation_area_burned,machinery,municipality,other_firefighters,prefecture,start_time,swamp_area_burned,volunteers,water_tank_trucks,wildland_crew,woodland_area_burned
Ν.ΑΜΙΣΟΣ,4.0,0,0,0,0,0,0.0,0.0,2018-11-16 14:05:00,4,Π.Υ. ΔΡΑΜΑΣ,2,0.0,ΔΡΑΜΑΣ,0.0,0,0,,0.0,0,Δ. ΔΡΑΜΑΣ,0,ΔΡΑΜΑΣ,2018-11-16 12:30:00,0.0,0,0,0,0.0
ΣΙΤΑΓΡΟΙ,0.0,0,0,0,0,0,2.0,0.0,2018-11-16 16:38:00,2,Π.Υ. ΔΡΑΜΑΣ,1,0.0,ΔΡΑΜΑΣ,0.0,0,0,,0.0,0,Δ. ΠΡΟΣΟΤΣΑΝΗΣ,0,ΔΡΑΜΑΣ,2018-11-16 15:55:00,0.0,0,0,0,0.0
ΜΙΚΡΟΧΩΡΙ,0.0,0,0,0,0,0,30.0,0.0,2018-11-16 21:14:00,2,Π.Υ. ΔΡΑΜΑΣ,1,0.0,ΔΡΑΜΑΣ,0.0,0,0,,0.0,0,Δ. ΔΡΑΜΑΣ,0,ΔΡΑΜΑΣ,2018-11-16 19:50:00,0.0,1,0,0,0.0
ΡΕΜΑ ΜΑΙΣΤΡΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-16 18:25:00,6,Π.Υ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,3,0.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,0.0,0,0,,0.0,0,Δ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,0,ΕΒΡΟΥ,2018-11-16 17:10:00,0.5,0,0,0,0.0
ΑΕΡΟΔΡΟΜΙΟ,0.0,0,0,0,0,0,0.0,0.0,2018-11-16 18:30:00,2,Π.Υ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1,0.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,0.0,0,0,,2.0,0,Δ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,0,ΕΒΡΟΥ,2018-11-16 17:35:00,0.0,0,0,0,0.0
ΑΓΡΟΤ. ΠΕΡΙΟΧΗ ΕΛΛΗΝΟΧΩΡΙΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-16 15:19:00,2,Π.Υ. ΔΙΔΥΜΟΤΕΙΧΟΥ,1,0.0,ΔΙΔΥΜΟΤΕΙΧΟΥ,0.0,0,0,ΕΛΛΗΝΟΧΩΡΙ,0.01,0,Δ. ΔΙΔΥΜΟΤΕΙΧΟΥ,0,ΕΒΡΟΥ,2018-11-16 14:48:00,0.0,0,0,0,0.0
ΑΓΡ. ΠΕΡ. ΔΗΜΗΤΡΙΤΣΙΟΥ,10.0,0,0,0,0,0,0.0,0.0,,3,Π.Κ. ΝΙΓΡΙΤΑΣ,1,0.0,ΝΙΓΡΙΤΑΣ,0.0,0,0,ΔΗΜΗΤΡΙΤΣΙ,0.0,0,Δ. ΒΙΣΑΛΤΙΑΣ,0,ΣΕΡΡΩΝ,2018-11-16 15:30:00,0.0,0,0,0,0.0
ΑΓΡ. ΠΕΡ. ΓΑΖΩΡΟΥ,0.0,0,0,0,0,0,1.0,0.0,,2,Π.Κ. ΝΕΑΣ ΖΙΧΝΗΣ,1,0.0,ΣΕΡΡΩΝ,0.0,0,0,ΓΑΖΩΡΟΣ,0.0,0,Δ. ΝΕΑΣ ΖΙΧΝΗΣ,0,ΣΕΡΡΩΝ,2018-11-16 21:55:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΕΛΛΑΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-16 12:18:00,2,Π.Υ. ΓΙΑΝΝΙΤΣΩΝ,1,0.0,ΕΔΕΣΣΑΣ,0.0,0,0,ΠΕΛΛΑ,0.1,0,Δ. ΠΕΛΛΑΣ,0,ΠΕΛΛΑΣ,2018-11-16 11:45:00,0.0,0,0,0,0.0
ΔΑΣΙΚΗ ΠΕΡΙΟΧΗ ΛΑΚΚΑΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-16 16:10:00,2,Π.Υ. ΓΙΑΝΝΙΤΣΩΝ,1,0.0,ΕΔΕΣΣΑΣ,0.0,0,0,ΛΑΚΚΑ,0.0,0,Δ. ΠΕΛΛΑΣ,0,ΠΕΛΛΑΣ,2018-11-16 14:50:00,0.0,0,0,0,0.1
ΜΠΟΝΤΕΙΚΑ,2.8,0,0,0,0,0,0.0,0.0,2018-11-16 12:01:00,2,Π.Υ. ΒΙ.ΠΕ. ΠΑΤΡΩΝ,1,0.2,ΠΑΤΡΩΝ,0.0,0,0,ΣΑΓΑΙΙΚΑ,0.0,0,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,0,ΑΧΑΙΑΣ,2018-11-16 09:57:00,0.0,0,0,0,0.0
ΜΟΙΡΕΙΚΑ,0.0,0,0,0,0,0,0.0,0.0,2018-11-16 20:18:00,4,Π.Υ. ΒΙ.ΠΕ. ΠΑΤΡΩΝ,2,0.0,ΠΑΤΡΩΝ,0.0,0,0,ΧΑΙΚΑΛΙΟ,0.0,0,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,0,ΑΧΑΙΑΣ,2018-11-16 18:55:00,1.0,0,0,0,0.0
ΤΚ ΓΑΛΑΤΑΣ,0.5,0,0,0,0,0,0.0,0.0,2018-11-16 20:25:00,4,Π.Υ. ΜΕΣΟΛΟΓΓΙΟΥ,2,0.0,ΝΑΥΠΑΚΤΙΑΣ,0.0,0,0,,0.0,0,Δ. ΝΑΥΠΑΚΤΙΑΣ,0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,2018-11-16 19:19:00,1.5,0,0,0,0.0
ΤΚ ΚΕΦΑΛΟΒΡΥΣΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 01:38:00,4,Π.Υ. ΜΕΣΟΛΟΓΓΙΟΥ,2,0.0,ΜΕΣΟΛΟΓΓΙΟΥ,0.0,0,0,,0.0,0,Δ. ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,2018-11-16 22:09:00,3.0,0,0,0,0.0
ΖΕΥΓΟΛΑΤΙΟ,0.0,0,0,0,0,0,0.0,0.01,2018-11-16 10:45:00,3,Π.Υ. ΣΥΚΙΩΝΟΣ - ΚΙΑΤΟΥ,1,0.0,ΚΟΡΙΝΘΟΥ,0.0,0,0,ΖΕΥΓΟΛΑΤΙΟ,0.0,0,Δ. ΒΕΛΟΥ-ΒΟΧΑΣ,0,ΚΟΡΙΝΘΙΑΣ,2018-11-16 10:05:00,0.0,0,0,0,0.0
ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΑΛΑΚΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 05:00:00,11,Π.Κ. ΑΠΟΛΛΩΝΑ,6,0.0,,0.0,0,0,,10.0,0,Δ. ΡΟΔΟΥ,0,ΔΩΔΕΚΑΝΗΣΩΝ,2018-11-16 17:15:00,0.0,2,0,0,0.0
ΝΕΑ ΚΟΥΤΑΛΗ - ΛΗΜΝΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-16 13:30:00,2,Π.Υ. ΜΥΡΙΝΑΣ ΛΗΜΝΟΥ,1,0.0,ΛΕΣΒΟΥ,0.0,0,0,ΝΕΑ ΚΟΥΤΑΛΗ,0.0,0,Δ. ΛΗΜΝΟΥ,0,ΛΕΣΒΟΥ,2018-11-16 12:01:00,0.1,0,0,0,0.0
ΠΛΗΣΙΟΝ ΔΗΜΟΤΙΚΟΥ ΣΧΟΛΕΙΟΥ ΚΟΚΚΑΡΙΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-16 20:27:00,4,Π.Υ. ΣΑΜΟΥ,2,0.0,ΣΑΜΟΥ,0.0,0,0,ΚΟΚΚΑΡΙΟ,0.2,0,Δ. ΣΑΜΟΥ,0,ΣΑΜΟΥ,2018-11-16 18:32:00,0.0,0,0,0,0.0
ΚΙΣΑΜΟΣ Δ.ΚΙΣΑΜΟΥ (Δ.Ε. ΚΙΣΑΜΟΥ),0.0,0,0,0,0,0,0.05,0.0,2018-11-16 15:29:00,4,Π.Υ. ΚΑΣΤΕΛΛΙΟΥ (ΚΙΣΣΑΜΟΥ),2,0.0,ΧΑΝΙΩΝ,0.0,0,0,ΚΙΣΣΑΜΟΣ,0.0,1,Δ. ΚΙΣΣΑΜΟΥ,0,ΧΑΝΙΩΝ,2018-11-16 12:35:00,0.0,0,0,0,0.0
ΠΛΑΤΩΝΑΣ ΝΥΜΦΩΝ,0.4,0,0,0,0,0,0.0,0.0,2018-11-17 00:10:00,2,Π.Κ. ΘΥΝΑΛΙΩΝ,1,0.0,,0.0,0,0,,0.0,0,Δ. ΚΕΡΚΥΡΑΣ,0,ΚΕΡΚΥΡΑΣ,2018-11-16 23:00:00,0.0,0,0,0,0.0
ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 20:15:00,7,Π.Υ. ΚΡΩΠΙΑΣ,3,0.0,ΠΕΝΤΕΛΗΣ,0.0,0,0,,0.0,0,Δ. ΚΡΩΠΙΑΣ,0,ΑΤΤΙΚΗΣ,2018-11-17 19:09:00,0.0,2,0,0,0.1
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΡΟΔΙΤΗ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 16:00:00,2,Π.Υ. ΚΟΜΟΤΗΝΗΣ,1,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,12.0,0,Δ. ΚΟΜΟΤΗΝΗΣ,0,ΡΟΔΟΠΗΣ,2018-11-17 15:06:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΟΜΟΤΗΝΗΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 18:20:00,5,Π.Υ. ΚΟΜΟΤΗΝΗΣ,2,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,2.0,0,Δ. ΚΟΜΟΤΗΝΗΣ,0,ΡΟΔΟΠΗΣ,2018-11-17 17:27:00,2.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΜΕΛΕΤΗΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 21:50:00,2,Π.Υ. ΚΟΜΟΤΗΝΗΣ,1,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,0.1,0,Δ. ΚΟΜΟΤΗΝΗΣ,0,ΡΟΔΟΠΗΣ,2018-11-17 21:23:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΡΩΤΑΤΟΥ,0.0,0,0,0,0,0,1.0,0.0,2018-11-17 12:35:00,2,Π.Κ. ΣΑΠΠΩΝ,1,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,0.0,0,Δ. ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,0,ΡΟΔΟΠΗΣ,2018-11-17 12:00:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΣΑΛΠΗΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 21:40:00,3,Π.Κ. ΙΑΣΜΟΥ,2,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,40.0,0,Δ. ΙΑΣΜΟΥ,0,ΡΟΔΟΠΗΣ,2018-11-17 18:29:00,10.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΣΑΛΠΗΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 19:20:00,2,Π.Κ. ΙΑΣΜΟΥ,1,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,0.1,0,Δ. ΙΑΣΜΟΥ,0,ΡΟΔΟΠΗΣ,2018-11-17 19:00:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΒΕΝΝΑΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 19:28:00,3,Π.Υ. ΒΙ.ΠΕ. ΚΟΜΟΤΗΝΗΣ,1,0.0,,0.0,0,0,,0.2,0,Δ. ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,0,ΡΟΔΟΠΗΣ,2018-11-17 16:48:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΑΣΣΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 19:06:00,4,Π.Υ. ΒΙ.ΠΕ. ΚΟΜΟΤΗΝΗΣ,2,0.0,,0.0,0,0,,0.02,0,Δ. ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,0,ΡΟΔΟΠΗΣ,2018-11-17 18:00:00,0.0,0,0,0,0.0
ΚΗΠΙΑ,0.0,0,0,0,0,0,2.0,0.0,2018-11-17 08:55:00,2,Π.Υ. ΕΛΕΥΘΕΡΟΥΠΟΛΗΣ,1,0.0,ΚΑΒΑΛΑΣ,0.0,0,0,,0.0,0,Δ. ΠΑΓΓΑΙΟΥ,0,ΚΑΒΑΛΑΣ,2018-11-17 07:52:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΕΤΡΟΠΗΓΗΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 19:40:00,3,Π.Υ. ΧΡΥΣΟΥΠΟΛΗΣ,2,0.0,ΚΑΒΑΛΑΣ,0.0,0,0,ΠΕΤΡΟΠΗΓΗ,0.0,0,Δ. ΝΕΣΤΟΥ,0,ΚΑΒΑΛΑΣ,2018-11-17 16:35:00,0.3,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΜΑΓΓΑΝΩΝ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 17:35:00,3,Π.Υ. ΞΑΝΘΗΣ,1,0.0,ΞΑΝΘΗΣ,0.0,0,0,,0.0,0,Δ. ΤΟΠΕΙΡΟΥ,0,ΞΑΝΘΗΣ,2018-11-17 16:54:00,0.1,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΒΔΗΡΩΝ-ΣΚΑΛΑ ΑΒΔΗΡΩΝ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 20:09:00,3,Π.Υ. ΞΑΝΘΗΣ,1,0.0,ΞΑΝΘΗΣ,0.0,0,0,,100.0,0,Δ. ΑΒΔΗΡΩΝ,0,ΞΑΝΘΗΣ,2018-11-17 18:27:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΓΕΝΙΣΣΕΑΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 17:50:00,2,Π.Υ. ΞΑΝΘΗΣ,1,0.0,ΞΑΝΘΗΣ,0.0,0,0,,0.0,0,Δ. ΑΒΔΗΡΩΝ,0,ΞΑΝΘΗΣ,2018-11-17 18:54:00,0.2,0,0,0,0.0
4ο ΧΛΜ ΣΜΙΝΘΗΣ- ΩΡΑΙΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-18 13:00:00,3,Π.Υ. ΞΑΝΘΗΣ,3,50.0,ΞΑΝΘΗΣ,0.0,0,0,,0.0,0,Δ. ΜΥΚΗΣ,0,ΞΑΝΘΗΣ,2018-11-17 20:00:00,0.0,0,0,4,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΔΑΦΝΗΣ- ΜΑΓΓΑΝΩΝ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 21:35:00,3,Π.Υ. ΞΑΝΘΗΣ,1,0.0,ΞΑΝΘΗΣ,0.0,0,0,,0.2,0,Δ. ΤΟΠΕΙΡΟΥ,0,ΞΑΝΘΗΣ,2018-11-17 20:09:00,0.0,0,0,0,0.0
ΑΓΡ.ΠΕΡΙΟΧΗ ΚΥΨΕΛΗΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 21:30:00,2,Π.Υ. ΒΙ.ΠΕ. ΞΑΝΘΗΣ,1,0.0,ΞΑΝΘΗΣ,0.0,0,0,ΕΥΛΑΛΟΝ,0.0,0,Δ. ΤΟΠΕΙΡΟΥ,0,ΞΑΝΘΗΣ,2018-11-17 20:24:00,0.2,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΟΡΕΣΤΙΑΔΑΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 10:55:00,2,Π.Υ. ΟΡΕΣΤΙΑΔΑΣ,1,0.0,ΔΙΔ/ΧΟΥ,0.0,0,0,ΟΡΕΣΤΙΑΔΑ,0.0,0,Δ. ΟΡΕΣΤΙΑΔΑΣ,0,ΕΒΡΟΥ,2018-11-17 10:35:00,0.1,0,0,0,0.0
ΠΑΛΑΙΑ ΚΑΣΤΑΝΟΥΣΣΑ,0.0,0,0,0,0,0,5.0,0.0,,4,Π.Κ. ΑΝΩ ΠΟΡΟΙΩΝ ΣΕΡΡΩΝ,2,0.0,ΣΙΔΗΡΟΚΑΣΤΡΟΥ,0.0,0,0,ΚΑΣΤΑΝΟΥΣΣΑ,0.0,0,Δ. ΣΙΝΤΙΚΗΣ,0,ΣΕΡΡΩΝ,2018-11-17 13:44:00,0.0,0,0,0,0.0
ΑΓΡ. ΠΕΡ. ΜΥΡΚΙΝΟΥ,0.0,0,0,0,0,0,0.0,0.0,,17,Π.Κ. ΝΕΑΣ ΖΙΧΝΗΣ,8,0.0,ΣΕΡΡΩΝ,0.0,0,0,ΜΥΡΚΙΝΟΣ,0.0,0,Δ. ΝΕΑΣ ΖΙΧΝΗΣ,0,ΣΕΡΡΩΝ,2018-11-17 18:00:00,30.0,0,0,0,0.0
ΑΓΡ. ΠΕΡ. ΖΑΧΑΡΑΤΟ ΚΙΛΚΙΣ,0.0,0,0,0,0,0,50.0,0.0,2018-11-17 21:53:00,2,Π.Υ. ΚΙΛΚΙΣ,1,0.0,ΚΙΛΚΙΣ,0.0,0,0,,50.0,0,Δ. ΚΙΛΚΙΣ,0,ΚΙΛΚΙΣ,2018-11-17 15:40:00,0.0,0,0,0,5.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΞΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 15:35:00,2,Π.Υ. ΓΙΑΝΝΙΤΣΩΝ,1,0.0,ΕΔΕΣΣΑΣ,0.0,0,0,ΑΞΟΣ,0.1,0,Δ. ΠΕΛΛΑΣ,0,ΠΕΛΛΑΣ,2018-11-17 15:09:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ Π. ΜΥΛΟΤΟΠΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 16:03:00,2,Π.Υ. ΓΙΑΝΝΙΤΣΩΝ,1,0.0,ΕΔΕΣΣΑΣ,0.0,0,0,ΠΑΛΙΟΣ ΜΥΛΟΤΟΠΟΣ,0.1,0,Δ. ΠΕΛΛΑΣ,0,ΠΕΛΛΑΣ,2018-11-17 15:44:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΜΙΚΡΟ ΜΟΝΑΣΤΗΡΙ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 14:40:00,2,Π.Υ. ΑΛΕΞΑΝΔΡΕΙΑΣ,1,0.0,ΘΕΣΣΑΛΟΝΙΚΗΣ,0.0,0,0,,2.0,0,Δ. ΧΑΛΚΗΔΟΝΟΣ,0,ΘΕΣΣΑΛΟΝΙΚΗΣ,2018-11-17 13:29:00,2.0,0,0,0,0.0
Τ.Κ. ΛΑΔΟΧΩΡΙΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-18 05:03:00,13,Π.Υ. ΗΓΟΥΜΕΝΙΤΣΑΣ,5,3.0,ΘΕΣΠΡΩΤΙΑΣ,0.0,0,0,ΗΓΟΥΜΕΝΙΤΣΑ,0.0,0,Δ. ΗΓΟΥΜΕΝΙΤΣΑΣ,0,ΘΕΣΠΡΩΤΙΑΣ,2018-11-17 23:45:00,0.0,0,0,0,0.0
ΜΠΑΖΙΚΟΥ ΓΑΡΓΑΛΙΑΝΟΙ,0.0,0,0,0,0,0,0.0,0.0,2018-11-17 18:15:00,2,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,1,0.0,KYPARISSIAS,0.0,0,0,,0.0,0,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,ΜΕΣΣΗΝΙΑΣ,2018-11-17 17:48:00,0.0,0,0,0,0.05
"""""""ΑΒΔΕΛΕΣ"""", ΤΡΑΧΥ ΣΚΥΡΟΥ""",0.0,0,0,0,0,0,0.0,0.0,2018-11-17 21:30:00,4,Π.Κ. ΣΚΥΡΟΥ,2,0.0,ΑΛΙΒΕΡΙΟΥ,0.0,0,0,ΣΚΥΡΟΣ,0.5,1,Δ. ΣΚΥΡΟΥ,2,ΕΥΒΟΙΑΣ,2018-11-17 18:46:00,0.0,0,0,0,0.0
ΠΑΤΣΟΣ ΔΗΜΟΥ ΑΜΑΡΙΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-18 21:14:00,13,Π.Κ. ΑΓ. ΦΩΤΕΙΝΗΣ,6,0.0,ΡΕΘΥΜΝΗΣ,0.0,0,0,,0.0,0,Δ. ΡΕΘΥΜΝΗΣ,0,ΡΕΘΥΜΝΟΥ,2018-11-18 14:55:00,0.0,0,0,0,50.0
ΑΥΛΩΝΑ,20.0,0,0,0,0,0,0.0,0.0,,4,Π.Κ. ΚΡΑΝΙΔΙΟΥ,2,0.0,,0.0,0,0,,0.0,1,Δ. ΕΡΜΙΟΝΙΔΑΣ,0,ΑΡΓΟΛΙΔΟΣ,2018-11-19 18:05:00,0.0,0,1,0,0.0
ΛΑΧΑΝΙΑ,0.0,0,0,0,0,0,0.0,0.0,2018-11-19 15:05:00,4,Π.Κ. ΛΙΝΔΟΥ,2,0.05,,0.0,0,0,,0.0,0,Δ. ΡΟΔΟΥ,0,ΔΩΔΕΚΑΝΗΣΩΝ,2018-11-19 14:00:00,0.0,0,0,0,0.0
ΠΡΟΦΥΛΙΑ,0.0,0,0,0,0,0,0.0,0.2,2018-11-19 20:20:00,4,Π.Κ. ΛΙΝΔΟΥ,2,0.0,,0.0,0,0,,0.0,0,Δ. ΡΟΔΟΥ,0,ΔΩΔΕΚΑΝΗΣΩΝ,2018-11-19 17:39:00,0.0,0,0,0,0.0
ΠΛΗΣΙΟΝ ΚΥΤ ΣΑΜΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-19 19:20:00,2,Π.Υ. ΣΑΜΟΥ,1,0.0,ΣΑΜΟΥ,0.0,0,0,ΒΑΘΥ,0.0,0,Δ. ΣΑΜΟΥ,0,ΣΑΜΟΥ,2018-11-19 18:55:00,0.0,0,0,0,0.01
ΒΟΥΝΙΑ- ΠΗΓΑΔΟΣ ΠΑΡΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-20 20:10:00,5,Π.Κ. ΠΑΡΟΥ,2,0.0,ΝΑΞΟΥ,0.0,0,0,,10.0,0,Δ. ΠΑΡΟΥ,0,ΚΥΚΛΑΔΩΝ,2018-11-20 17:38:00,0.0,0,0,0,0.0
ΚΟΡΑΚΟΒΟΥΝΙ,0.0,0,0,0,0,0,0.0,0.0,2018-11-20 16:55:00,2,1ος  Π.Σ. ΗΡΑΚΛΕΙΟΥ,1,0.0,,0.0,0,0,ΗΡΑΚΛΕΙΟ,0.1,0,Δ. ΗΡΑΚΛΕΙΟΥ,0,ΗΡΑΚΛΕΙΟΥ,2018-11-20 16:07:00,0.0,0,0,0,0.0
ΚΑΤΩ ΛΟΥΤΡΑΚΙ,0.0,0,0,0,0,0,0.1,0.0,2018-11-20 18:40:00,3,1ος  Π.Σ. ΗΡΑΚΛΕΙΟΥ,1,0.0,,0.0,0,0,ΛΟΥΤΡΑΚΙ,0.0,0,Δ. ΜΑΛΕΒΙΖΙΟΥ,0,ΗΡΑΚΛΕΙΟΥ,2018-11-20 17:10:00,0.0,0,0,0,0.0
ΚΕΝΤΡΙ ΙΕΡΑΠΕΤΡΑΣ,0.0,0,0,0,0,0,0.01,0.0,,2,Π.Υ. ΙΕΡΑΠΕΤΡΑΣ,1,0.0,Ν. ΛΑΣΙΘΙΟΥ,0.0,0,0,,0.0,0,Δ. ΙΕΡΑΠΕΤΡΑΣ,0,ΛΑΣΙΘΙΟΥ,2018-11-20 11:30:00,0.0,0,0,0,0.0
ΑΞΙΟΝ ΕΣΤΙ,0.6,0,0,0,0,0,0.0,0.0,,4,Π.Υ. ΙΕΡΑΠΕΤΡΑΣ,2,0.0,Ν. ΛΑΣΙΘΙΟΥ,0.0,0,0,,0.0,0,Δ. ΙΕΡΑΠΕΤΡΑΣ,0,ΛΑΣΙΘΙΟΥ,2018-11-21 13:58:00,0.0,0,0,0,0.0
ΝΤΑΡΔΕΖΑ ΚΕΡΑΤΕΑΣ,0.0,0,0,0,0,0,0.0,0.0,2018-07-12 21:00:00,13,Π.Υ. ΛΑΥΡΙΟΥ,6,0.0,ΛΑΥΡΙΟΥ,0.0,0,0,ΚΕΡΑΤΕΑ,5.0,0,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,ΑΤΤΙΚΗΣ,2018-07-12 14:26:00,0.0,0,0,0,5.0
ΒΡΑΥΡΩΝΑ -ΑΡΤΕΜΙΔΑ,0.0,0,0,0,0,0,0.0,0.0,2018-07-12 14:44:00,10,Π.Υ. ΜΑΡΚΟΠΟΥΛΟΥ,5,0.0,ΠΕΝΤΕΛΗΣ,0.0,0,0,,1.0,0,Δ. ΣΠΑΤΩΝ - ΑΡΤΕΜΙΔΟΣ,2,ΑΤΤΙΚΗΣ,2018-07-12 11:58:00,0.0,2,1,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΙΑΣΜΟΥ,0.0,0,0,0,0,0,0.1,0.0,2018-07-12 14:00:00,3,Π.Κ. ΙΑΣΜΟΥ,2,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,0.0,0,Δ. ΙΑΣΜΟΥ,0,ΡΟΔΟΠΗΣ,2018-07-12 13:49:00,0.0,0,0,0,0.0
"""ΘΕΣΗ """"ΜΕΣΔΡΑ"""" ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΒΕΡΟΙΑΣ""",0.0,0,0,0,0,0,0.0,0.0,,6,Π.Υ. ΝΑΟΥΣΑΣ,2,0.0,,0.0,0,0,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ,1.0,0,Δ. ΒΕΡΟΙΑΣ,0,ΗΜΑΘΙΑΣ,2018-07-12 10:40:00,0.0,0,0,0,0.0
