address,agricultural_area_burned,airplanes_cl215,airplanes_cl415,airplanes_gru,airplanes_pzl,army,crop_residue_area_burned,dumping_ground_area_burned,end_time,firefighters,fire_station,fire_trucks,forest_area_burned,forestry,grove_area_burned,helicopters,local_authorities_vehicles,location,low_vegetation_area_burned,machinery,municipality,other_firefighters,prefecture,start_time,swamp_area_burned,volunteers,water_tank_trucks,wildland_crew,woodland_area_burned
Δ.Κ. ΣΟΦΑΔΩΝ,0.3,0,0,0,0,0,0.0,0.0,2017-09-17 14:50:00,2,Π.Υ. ΣΟΦΑΔΩΝ,1,0.0,ΚΑΡΔΙΤΣΑΣ,0.0,0,0,,0.0,0,Δ. ΣΟΦΑΔΩΝ,0,ΚΑΡΔΙΤΣΑΣ,2017-09-17 14:15:00,0.0,0,0,0,0.0
Τ.Κ. ΓΡΑΜΜΑΤΙΚΟΥ,0.0,0,0,0,0,0,40.0,0.0,2017-09-17 21:40:00,2,Π.Υ. ΣΟΦΑΔΩΝ,1,0.0,ΚΑΡΔΙΤΣΑΣ,0.0,0,0,,0.0,0,Δ. ΣΟΦΑΔΩΝ,0,ΚΑΡΔΙΤΣΑΣ,2017-09-17 20:13:00,0.0,0,0,0,0.0
ΙΣΙΑΔΙΑ,0.0,0,0,0,0,0,0.0,0.0,2017-09-17 20:45:00,7,Π.Υ. ΜΟΥΖΑΚΙΟΥ,3,0.0,ΚΑΡΔΙΤΣΑΣ,0.0,0,0,ΦΑΝΑΡΙ,0.0,0,Δ. ΜΟΥΖΑΚΙΟΥ,0,ΚΑΡΔΙΤΣΑΣ,2017-09-17 16:45:00,0.0,0,0,0,1.0
ΠΑΡΑΛΙΑ ΣΑΒΑΛΙΑ ΡΟΒΙΑΤΑ,15.0,0,0,0,0,0,0.0,0.0,2017-09-17 13:50:00,4,Π.Υ. ΑΜΑΛΙΑΔΑΣ,2,0.0,ΑΜΑΛΙΑΔΑΣ,0.0,0,0,ΡΟΒΙΑΤΑ,0.0,0,Δ. ΗΛΙΔΑΣ,0,ΗΛΕΙΑΣ,2017-09-17 12:10:00,0.0,0,0,0,0.0
Τ.Κ. ΠΙΚΕΡΝΙ,60.0,0,0,0,0,0,0.0,0.0,2017-09-18 21:45:00,16,Π.Υ. ΤΡΙΠΟΛΗΣ,8,0.0,ΤΡΙΠΟΛΗΣ,0.0,0,0,,0.0,0,Δ. ΤΡΙΠΟΛΗΣ,0,ΑΡΚΑΔΙΑΣ,2017-09-17 17:40:00,0.0,0,0,6,10.0
ΚΟΡΦΟΣ,0.1,0,0,0,0,0,0.0,0.0,,6,Π.Υ. ΚΟΡΙΝΘΟΥ,2,0.0,,0.0,0,0,,0.0,0,Δ. ΚΟΡΙΝΘΙΩΝ,0,ΚΟΡΙΝΘΙΑΣ,2017-09-17 18:32:00,0.0,0,0,0,0.0
ΛΕΟΝΤΙΟ,1.0,0,0,0,0,0,0.0,0.0,,4,Π.Υ. ΚΟΡΙΝΘΟΥ,2,0.0,,0.0,0,0,,0.0,0,Δ. ΝΕΜΕΑΣ,0,ΚΟΡΙΝΘΙΑΣ,2017-09-17 18:45:00,0.0,0,0,0,0.0
ΖΕΥΓΟΛΑΤΙΟ,0.2,0,0,0,0,0,0.0,0.0,,2,Π.Υ. ΚΟΡΙΝΘΟΥ,1,0.0,,0.0,0,0,,0.0,0,Δ. ΒΕΛΟΥ-ΒΟΧΑΣ,0,ΚΟΡΙΝΘΙΑΣ,2017-09-17 18:50:00,0.0,0,0,0,0.0
ΒΑΛΕΜΙΚΑ,0.1,0,0,0,0,0,0.0,0.0,2017-09-17 21:45:00,5,Π.Υ. ΚΑΡΠΕΝΗΣΙΟΥ,2,0.0,,0.0,0,0,ΛΙΘΟΧΩΡΙ,0.0,0,Δ. ΑΓΡΑΦΩΝ,0,ΕΥΡΥΤΑΝΙΑΣ,2017-09-17 18:45:00,0.0,0,0,0,0.0
ΚΙΟΝΙΑ ΑΝΕΜΟΓΕΝΝΗΤΡΙΑ ΤΗΝΟΥ,0.0,0,0,0,0,0,0.0,0.0,2017-09-17 03:55:00,2,Π.Κ. ΤΗΝΟΥ,1,0.0,ΑΝΔΡΟΥ,0.0,0,0,,0.01,0,Δ. ΤΗΝΟΥ,0,ΚΥΚΛΑΔΩΝ,2017-09-17 03:29:00,0.0,0,0,0,0.0
ΑΝΕΜΟΓΕΝΝΗΤΡΙΑ ΤΗΝΟΥ,0.0,0,0,0,0,0,0.0,0.0,2017-09-17 06:20:00,2,Π.Κ. ΤΗΝΟΥ,1,0.0,ΑΝΔΡΟΥ,0.0,0,0,,0.2,0,Δ. ΤΗΝΟΥ,0,ΚΥΚΛΑΔΩΝ,2017-09-17 04:49:00,0.0,0,0,0,0.0
ΜΠΟΧΑΛΗ,0.0,1,0,0,0,0,0.0,0.0,,22,Π.Υ. ΖΑΚΥΝΘΟΥ,6,3.0,,0.0,1,0,,0.0,0,Δ. ΖΑΚΥΝΘΟΥ,0,ΖΑΚΥΝΘΟΥ,2017-09-17 17:15:00,0.0,0,1,0,4.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΒΕΛΚΙΟΥ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 14:45:00,6,Π.Κ. ΣΑΠΠΩΝ,3,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,4.0,0,Δ. ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,0,ΡΟΔΟΠΗΣ,2017-09-18 12:55:00,0.0,0,0,0,0.0
ΣΑΠΕΣ,0.0,0,0,0,0,0,0.1,0.0,2017-09-18 19:25:00,2,Π.Κ. ΣΑΠΠΩΝ,1,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,0.0,0,Δ. ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,0,ΡΟΔΟΠΗΣ,2017-09-18 19:00:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΑΜΦΟΡΟΥ,0.0,0,0,0,0,0,10.0,0.0,2017-09-18 21:40:00,6,Π.Υ. ΒΙ.ΠΕ. ΚΟΜΟΤΗΝΗΣ,3,0.0,ΚΟΜΟΤΗΝΗΣ,0.0,0,0,,0.0,0,Δ. ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,0,ΡΟΔΟΠΗΣ,2017-09-18 18:49:00,5.0,0,0,0,0.0
ΜΟΥΣΘΕΝΗ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 11:06:00,2,Π.Υ. ΕΛΕΥΘΕΡΟΥΠΟΛΗΣ,1,0.0,ΚΑΒΑΛΑΣ,0.0,0,0,,0.01,0,Δ. ΠΑΓΓΑΙΟΥ,0,ΚΑΒΑΛΑΣ,2017-09-18 10:45:00,0.0,0,0,0,0.0
ΝΙΚΗΤΗ,0.0,0,0,0,0,0,2.0,0.0,,12,Π.Κ. ΝΕΟΥ ΜΑΡΜΑΡΑ,6,0.0,,0.0,0,0,,0.0,3,Δ. ΣΙΘΩΝΙΑΣ,4,ΧΑΛΚΙΔΙΚΗΣ,2017-09-18 19:15:00,0.0,0,1,0,0.0
ΑΓΡ. ΠΕΡ ΑΜΑΡΑΝΤΩΝ,0.5,0,0,0,0,0,0.0,0.0,2017-09-18 15:15:00,2,Π.Κ. ΜΟΥΡΙΩΝ,1,0.0,ΚΙΛΚΙΣ,0.0,0,0,ΑΜΑΡΑΝΤΑ,0.2,0,Δ. ΚΙΛΚΙΣ,0,ΚΙΛΚΙΣ,2017-09-18 14:15:00,0.0,0,0,0,0.0
Τ.Κ. ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ ΔΗΜΟΥ ΣΚΥΔΡΑΣ,0.1,0,0,0,0,0,0.0,0.0,,2,Π.Υ. ΕΔΕΣΣΑΣ,1,0.0,,0.0,0,0,,0.2,0,Δ. ΣΚΥΔΡΑΣ,0,ΠΕΛΛΑΣ,2017-09-18 13:37:00,0.0,0,0,0,0.0
Τ.Κ. ΚΑΛΥΒΙΩΝ,0.4,0,0,0,0,0,0.0,0.0,,4,Π.Υ. ΕΔΕΣΣΑΣ,2,0.0,,0.0,0,0,,0.0,0,Δ. ΣΚΥΔΡΑΣ,0,ΠΕΛΛΑΣ,2017-09-18 15:28:00,1.6,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΓΥΨΟΧΩΡΙΟΥ,1.0,0,0,0,0,0,0.0,0.0,2017-09-18 19:10:00,2,Π.Υ. ΓΙΑΝΝΙΤΣΩΝ,1,0.0,ΕΔΕΣΣΑΣ,0.0,0,0,,0.0,0,Δ. ΠΕΛΛΑΣ,0,ΠΕΛΛΑΣ,2017-09-18 18:10:00,0.1,0,0,0,0.0
Τ.Κ. ΛΥΚΟΣΤΟΜΟΥ,0.0,0,0,0,0,0,1.5,0.0,2017-09-18 13:40:00,0,Π.Y. ΑΡΙΔΑΙΑΣ,0,0.0,ΑΡΙΔΑΙΑΣ,0.0,0,0,ΛΥΚΟΣΤΟΜΟ,0.0,0,Δ. ΑΛΜΩΠΙΑΣ,0,ΠΕΛΛΑΣ,2017-09-18 12:15:00,0.0,0,0,0,0.0
ΚΟΙΝΟΤΙΚΟ ΔΑΣΟΣ Τ.Κ. ΠΡΟΜΑΧΩΝ,0.0,0,0,0,0,0,0.0,0.0,2017-09-19 19:30:00,0,Π.Y. ΑΡΙΔΑΙΑΣ,0,20.0,ΑΡΙΔΑΙΑΣ,0.0,0,0,ΠΡΟΜΑΧΟΙ,10.0,0,Δ. ΑΛΜΩΠΙΑΣ,0,ΠΕΛΛΑΣ,2017-09-18 13:00:00,0.0,0,0,0,0.0
Τ.Κ. ΦΙΛΩΤΕΙΑΣ,0.0,0,0,0,0,0,0.5,0.0,2017-09-18 20:28:00,0,Π.Y. ΑΡΙΔΑΙΑΣ,0,0.0,ΑΡΙΔΑΙΑΣ,0.0,0,0,ΦΙΛΩΤΕΙΑ,0.0,0,Δ. ΑΛΜΩΠΙΑΣ,0,ΠΕΛΛΑΣ,2017-09-18 18:20:00,0.5,0,0,0,0.0
263 ΧΛΜ  ΕΓΝΑΤΙΑΣ ΟΔΟΥ ΗΓΟΥΜΕΝΙΤΣΑΣ-ΚΗΠΩΝ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 11:54:00,3,Π.Υ. ΒΕΡΟΙΑΣ,1,0.0,ΒΕΡΟΙΑΣ,0.0,0,0,ΒΕΡΟΙΑ,0.05,0,Δ. ΒΕΡΟΙΑΣ,0,ΗΜΑΘΙΑΣ,2017-09-18 11:54:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΛΑΤΕΟΣ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 16:15:00,2,Π.Υ. ΑΛΕΞΑΝΔΡΕΙΑΣ,1,0.0,ΒΕΡΟΙΑΣ,0.0,0,0,,0.0,0,Δ. ΑΛΕΞΑΝΔΡΕΙΑΣ,0,ΗΜΑΘΙΑΣ,2017-09-18 15:29:00,1.0,0,0,0,0.0
ΤΚ ΚΡΥΣΤΑΛΛΟΠΗΓΗΣ,0.0,1,0,0,0,0,0.0,0.0,2017-09-20 14:00:00,46,Π.Υ. ΦΛΩΡΙΝΑΣ,14,0.0,,0.0,1,0,,600.0,0,Δ. ΠΡΕΣΠΩΝ,0,ΦΛΩΡΙΝΑΣ,2017-09-18 14:00:00,0.0,0,0,24,100.0
Τ.Κ. ΑΜΠΕΛΟΚΗΠΩΝ,0.03,0,0,0,0,0,0.0,0.0,2017-09-18 19:10:00,3,Π.Κ. ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,1,0.0,ΚΑΣΤΟΡΙΑΣ,0.0,0,0,,0.0,0,Δ. ΟΡΕΣΤΙΔΟΣ,0,ΚΑΣΤΟΡΙΑΣ,2017-09-18 18:39:00,0.0,0,0,0,0.0
Τ.Κ. ΕΛΕΥΘΕΡΟΥ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 23:00:00,5,Π.Υ. ΓΡΕΒΕΝΩΝ,2,0.0,ΓΡΕΒΕΝΩΝ,0.0,0,0,,0.0,0,Δ. ΓΡΕΒΕΝΩΝ,0,ΓΡΕΒΕΝΩΝ,2017-09-18 18:29:00,0.0,0,0,0,5.0
Τ.Κ. ΕΛΕΥΘΕΡΟΥ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 23:05:00,3,Π.Υ. ΓΡΕΒΕΝΩΝ,1,0.0,ΓΡΕΒΕΝΩΝ,0.0,0,0,,3.0,0,Δ. ΓΡΕΒΕΝΩΝ,0,ΓΡΕΒΕΝΩΝ,2017-09-18 20:40:00,0.0,0,0,0,1.0
ΗΓΟΥΜΕΝΙΤΣΑ,0.0,0,0,0,0,0,0.0,0.0,,2,Π.Υ. ΗΓΟΥΜΕΝΙΤΣΑΣ,1,0.0,,0.0,0,0,,0.0,0,Δ. ΗΓΟΥΜΕΝΙΤΣΑΣ,0,ΘΕΣΠΡΩΤΙΑΣ,2017-09-18 17:30:00,0.1,0,0,0,0.0
ΑΓΙΟΣ ΣΠΥΡΙΔΩΝΑΣ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 16:55:00,4,Π.Υ. ΑΡΤΑΣ,2,0.0,ΑΡΤΑΣ,0.0,0,0,,0.0,0,Δ. ΑΡΤΑΙΩΝ,0,ΑΡΤΑΣ,2017-09-18 15:37:00,0.1,0,0,0,0.0
Τ.Κ ΥΠΕΡΕΙΑ,30.0,0,0,0,0,0,150.0,0.0,2017-09-18 22:00:00,7,Π.Κ. ΦΑΡΣΑΛΩΝ,4,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,30.0,0,Δ. ΦΑΡΣΑΛΩΝ,0,ΛΑΡΙΣΑΣ,2017-09-18 15:30:00,0.0,0,0,0,2.0
Τ.Κ ΛΟΦΟΣ,2.0,0,0,0,0,0,20.0,0.0,2017-09-18 18:30:00,2,Π.Κ. ΦΑΡΣΑΛΩΝ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΦΑΡΣΑΛΩΝ,0,ΛΑΡΙΣΑΣ,2017-09-18 17:10:00,2.0,0,0,0,0.0
ΔΕΝΔΡΑ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 13:50:00,2,1ος  Π.Σ. ΛΑΡΙΣΑΣ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,1.0,0,Δ. ΛΑΡΙΣΑΙΩΝ,0,ΛΑΡΙΣΑΣ,2017-09-18 12:45:00,0.0,0,0,0,0.0
ΚΡΑΝΝΩΝΑΣ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 16:20:00,2,1ος  Π.Σ. ΛΑΡΙΣΑΣ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΚΙΛΕΛΕΡ,0,ΛΑΡΙΣΑΣ,2017-09-18 14:35:00,40.0,0,0,0,0.0
ΖΑΠΠΕΙΟ,0.0,0,0,0,0,0,15.0,0.0,2017-09-18 17:45:00,2,1ος  Π.Σ. ΛΑΡΙΣΑΣ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΚΙΛΕΛΕΡ,0,ΛΑΡΙΣΑΣ,2017-09-18 17:00:00,0.0,0,0,0,0.0
ΑΓΝΑΝΤΕΡΗ,0.0,0,0,0,0,0,80.0,0.0,2017-09-18 21:30:00,4,1ος  Π.Σ. ΛΑΡΙΣΑΣ,2,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,60.0,0,Δ. ΚΙΛΕΛΕΡ,0,ΛΑΡΙΣΑΣ,2017-09-18 18:30:00,0.0,0,0,0,0.0
ΘΕΡΑΠΕΥΤΗΡΙΟ ANIMUS,0.0,0,0,0,0,0,150.0,0.0,2017-09-18 21:15:00,6,1ος  Π.Σ. ΛΑΡΙΣΑΣ,3,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,50.0,0,Δ. ΛΑΡΙΣΑΙΩΝ,0,ΛΑΡΙΣΑΣ,2017-09-18 18:45:00,0.0,0,0,0,0.0
ΓΕΦΥΡΑ ΠΟΥΡΝΑΡΙΟΥ,0.0,0,0,0,0,0,0.4,0.0,2017-09-18 11:20:00,2,3ος Π.Σ. (ΒΙ.ΠΕ.) ΛΑΡΙΣΑΣ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΤΕΜΠΩΝ,0,ΛΑΡΙΣΑΣ,2017-09-18 10:30:00,0.0,0,0,0,0.0
329 ΧΛΜ ΑΘΗΝΩΝ-ΛΑΡΙΣΑΣ,0.0,0,0,0,0,0,50.0,0.0,2017-09-18 19:40:00,3,3ος Π.Σ. (ΒΙ.ΠΕ.) ΛΑΡΙΣΑΣ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΚΙΛΕΛΕΡ,0,ΛΑΡΙΣΑΣ,2017-09-18 18:30:00,0.0,0,0,0,0.0
339 ΧΛΜ ΑΘΗΝΩΝ-ΛΑΡΙΣΑΣ,0.0,0,0,0,0,0,30.0,0.0,2017-09-18 20:35:00,3,3ος Π.Σ. (ΒΙ.ΠΕ.) ΛΑΡΙΣΑΣ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΚΙΛΕΛΕΡ,0,ΛΑΡΙΣΑΣ,2017-09-18 20:10:00,0.0,0,0,0,0.0
ΔΙΟΔΙΑ ΜΟΣΧΟΧΩΡΙΟΥ,0.0,0,0,0,0,0,2.0,0.0,2017-09-18 22:00:00,3,3ος Π.Σ. (ΒΙ.ΠΕ.) ΛΑΡΙΣΑΣ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΚΙΛΕΛΕΡ,0,ΛΑΡΙΣΑΣ,2017-09-18 20:35:00,0.0,0,0,0,0.0
Τ/Κ ΒΛΑΧΟΓΙΑΝΝΙΟΥ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 19:30:00,5,Π.Υ. ΕΛΑΣΣΟΝΑΣ,3,0.0,ΕΛΑΣΣΟΝΑΣ,0.0,0,0,,0.0,0,Δ. ΕΛΑΣΣΟΝΑΣ,0,ΛΑΡΙΣΑΣ,2017-09-18 14:50:00,0.0,0,0,0,5.0
ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 15:30:00,2,Π.Υ. ΚΑΡΔΙΤΣΑΣ,1,0.0,,0.0,0,0,,0.5,0,Δ. ΚΑΡΔΙΤΣΑΣ,0,ΚΑΡΔΙΤΣΑΣ,2017-09-18 14:49:00,0.0,0,0,0,0.0
Τ.Κ. ΚΡΑΝΙΑΣ,0.0,0,0,0,0,0,1.5,0.0,2017-09-18 17:00:00,2,Π.Υ. ΚΑΡΔΙΤΣΑΣ,1,0.0,,0.0,0,0,,0.0,0,Δ. ΜΟΥΖΑΚΙΟΥ,0,ΚΑΡΔΙΤΣΑΣ,2017-09-18 15:30:00,0.0,0,0,0,0.0
Τ.Κ. ΑΝΩΓΕΙΟΥ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 17:35:00,4,Π.Υ. ΣΟΦΑΔΩΝ,2,0.0,ΚΑΡΔΙΤΣΑΣ,0.0,0,0,,2.0,0,Δ. ΣΟΦΑΔΩΝ,0,ΚΑΡΔΙΤΣΑΣ,2017-09-18 14:00:00,10.0,0,0,0,0.0
Τ.Κ. ΠΕΤΡΙΛΟΥ - ΘΕΣΗ ΒΑΛΕΣΙ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 19:30:00,2,Π.Υ. ΜΟΥΖΑΚΙΟΥ,1,0.0,ΜΟΥΖΑΚΙΟΥ,0.0,0,0,,0.0,0,Δ. ΑΡΓΙΘΕΑΣ,0,ΚΑΡΔΙΤΣΑΣ,2017-09-18 16:14:00,0.0,0,0,0,3.0
ΠΕΡΙΦΕΡΕΙΑ ΒΛΟΧΟΥ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 20:17:00,2,Π.Υ. ΠΑΛΑΜΑ,1,0.0,ΚΑΡΔΙΤΣΑΣ,0.0,0,0,,1.0,0,Δ. ΠΑΛΑΜΑ,0,ΚΑΡΔΙΤΣΑΣ,2017-09-18 19:05:00,0.0,0,0,0,0.0
ΑΓΡΟΤ.ΠΕΡΙΟΧΗ ΚΑΛΥΒΑΚΙΩΝ,0.0,0,0,0,0,0,10.0,0.0,2017-09-18 20:15:00,2,Π.Υ. ΠΑΛΑΜΑ,1,0.0,ΚΑΡΔΙΤΣΑΣ,0.0,0,0,,20.0,0,Δ. ΠΑΛΑΜΑ,0,ΚΑΡΔΙΤΣΑΣ,2017-09-18 19:10:00,2.0,0,0,0,0.0
ΑΓΡΟΤ.ΠΕΡΙΟΧΗ ΜΑΡΑΘΕΑΣ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 22:05:00,2,Π.Υ. ΠΑΛΑΜΑ,1,0.0,ΚΑΡΔΙΤΣΑΣ,0.0,0,0,,5.0,0,Δ. ΠΑΛΑΜΑ,0,ΚΑΡΔΙΤΣΑΣ,2017-09-18 21:15:00,3.0,0,0,0,0.0
ΚΑΤΣΟΥΛΕΙΚΑ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 21:20:00,6,Π.Υ. ΒΙ.ΠΕ. ΠΑΤΡΩΝ,3,0.0,ΠΑΤΡΩΝ,0.0,0,0,ΧΑΙΚΑΛΙΟ,0.0,0,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,0,ΑΧΑΙΑΣ,2017-09-18 20:55:00,2.0,0,0,0,0.0
ΜΕΓΑΛΗ ΧΩΡΑ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 18:40:00,6,Π.Υ. ΑΓΡΙΝΙΟΥ,3,0.0,ΑΓΡΙΝΙΟΥ,0.0,0,0,ΑΓΡΙΝΙΟ,0.0,0,Δ. ΑΓΡΙΝΙΟΥ,0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,2017-09-18 18:10:00,0.02,0,0,0,0.0
ΚΑΒΟΥΡΙ ΛΕΤΡΙΝΑ 22,0.0,0,0,0,0,0,0.2,0.0,2017-09-18 12:00:00,4,Π.Υ. ΠΥΡΓΟΥ,2,0.0,ΠΥΡΓΟΥ,0.0,0,0,,0.0,0,Δ. ΠΥΡΓΟΥ,0,ΗΛΕΙΑΣ,2017-09-18 10:59:00,0.2,0,0,0,0.0
ΑΡΗΝΗ,0.0,0,0,0,2,0,0.0,0.0,2017-09-20 21:00:00,12,Π.Κ. ΚΡΕΣΤΑΙΝΩΝ,6,1.0,ΟΛΥΜΠΙΑΣ,0.0,0,0,,0.0,1,Δ. ΖΑΧΑΡΩΣ,0,ΗΛΕΙΑΣ,2017-09-18 13:33:00,0.0,0,0,0,0.0
ΞΗΡΟΧΩΡΙ ΝΕΟΧΩΡΙ,1.0,0,0,0,0,0,0.0,0.0,2017-09-18 19:30:00,10,Π.Κ. ΚΡΕΣΤΑΙΝΩΝ,4,0.0,ΟΛΥΜΠΙΑΣ,0.0,0,0,,0.0,0,Δ. ΖΑΧΑΡΩΣ,0,ΗΛΕΙΑΣ,2017-09-18 17:53:00,0.0,0,0,0,0.0
ΛΑΓΑΝΑΣ,15.0,0,0,0,1,0,20.0,0.0,2017-09-19 20:00:00,16,Π.Υ. ΑΜΑΛΙΑΔΑΣ,7,5.0,ΑΜΑΛΙΑΔΑΣ,0.0,1,0,ΛΑΓΑΝΑΣ,0.0,0,Δ. ΗΛΙΔΑΣ,0,ΗΛΕΙΑΣ,2017-09-18 14:20:00,0.0,0,0,0,0.0
ΕΠ. ΟΔΟ ΓΑΣΤΟΥΝΗ ΚΑΒΑΣΙΛΩΝ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 18:10:00,2,Π.Υ. ΑΜΑΛΙΑΔΑΣ,1,0.0,ΑΜΑΛΙΑΔΑΣ,0.0,0,0,ΓΑΣΤΟΥΝΗ,0.0,0,Δ. ΠΗΝΕΙΟΥ,0,ΗΛΕΙΑΣ,2017-09-18 17:20:00,2.0,0,0,0,0.0
Τ.Κ.ΣΙΔΕΡΩΝ,0.0,0,0,0,0,0,25.0,0.0,2017-09-19 17:40:00,4,Π.Υ. ΚΟΖΑΝΗΣ,2,1.0,ΚΟΖΑΝΗΣ,0.0,0,0,,0.0,0,Δ. ΚΟΖΑΝΗΣ,0,ΚΟΖΑΝΗΣ,2017-09-19 13:30:00,0.0,0,0,0,0.0
ΠΑΛΑΙΑ ΜΑΝΩΛΑΔΑ,1.0,0,0,0,0,0,0.0,0.0,2017-09-18 13:40:00,4,Π.Υ. ΛΕΧΑΙΝΩΝ,2,0.0,ΑΜΑΛΙΑΔΑΣ,0.0,0,0,ΜΑΝΟΛΑΣ,0.0,0,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,0,ΗΛΕΙΑΣ,2017-09-18 12:10:00,0.0,0,0,0,0.0
ΜΑΡΚΟΠΟΥΛΟ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 15:10:00,4,Π.Υ. ΛΕΧΑΙΝΩΝ,2,0.0,ΑΜΑΛΙΑΔΑΣ,0.0,0,0,ΤΡΑΓΑΝΟ,0.0,0,Δ. ΠΗΝΕΙΟΥ,0,ΗΛΕΙΑΣ,2017-09-18 12:39:00,15.0,0,0,0,0.0
ΚΟΜΗ ΒΑΡΔΑΣ,3.0,0,0,0,0,0,0.0,0.0,2017-09-18 17:40:00,2,Π.Υ. ΛΕΧΑΙΝΩΝ,1,0.0,ΑΜΑΛΙΑΔΑΣ,0.0,0,0,ΒΑΡΔΑ,0.0,0,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,0,ΗΛΕΙΑΣ,2017-09-18 16:40:00,0.0,0,0,0,0.0
ΚΑΛΥΒΑΚΙΑ,0.0,0,0,0,0,0,0.0,0.0,2017-09-19 23:00:00,10,Π.Υ. ΛΕΧΑΙΝΩΝ,5,0.0,ΠΑΤΡΑΣ,0.0,0,0,,0.0,0,,0,ΗΛΕΙΑΣ,2017-09-18 19:05:00,24.0,0,0,0,1.0
ΠΥΡΟΜΑΧΙΚΑ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 12:50:00,2,Π.Υ. ΚΑΛΑΜΑΤΑΣ,1,0.0,ΚΑΛΑΜΑΤΑΣ,0.0,0,0,,0.0,0,Δ. ΜΕΣΣΗΝΗΣ,0,ΜΕΣΣΗΝΙΑΣ,2017-09-18 12:30:00,0.2,0,0,0,0.0
ΑΓ. ΝΙΚΟΛΑΟΣ ΜΠΟΥΚΑ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 18:20:00,2,Π.Υ. ΚΑΛΑΜΑΤΑΣ,1,0.0,ΚΑΛΑΜΑΤΑΣ,0.0,0,0,,0.0,0,Δ. ΜΕΣΣΗΝΗΣ,0,ΜΕΣΣΗΝΙΑΣ,2017-09-18 17:50:00,0.3,0,0,0,0.0
ΜΠΙΡΜΠΙΤΑ,0.0,0,0,0,0,0,0.0,0.0,2017-09-18 20:20:00,4,Π.Υ. ΚΑΛΑΜΑΤΑΣ,2,0.0,ΚΑΛΑΜΑΤΑΣ,0.0,0,0,,0.0,0,Δ. ΚΑΛΑΜΑΤΑΣ,0,ΜΕΣΣΗΝΙΑΣ,2017-09-18 19:29:00,1.0,0,0,0,0.0
